PersonId,MetricDate,Compose chat message actions taken using Copilot in Teams,Copilot actions taken in Copilot chat (work),Copilot actions taken in Excel,Copilot actions taken in Outlook,Copilot actions taken in Powerpoint,Copilot actions taken in Teams,Copilot actions taken in Word,Copilot chat (work) enabled days,Copilot chat (work) prompts submitted,Copilot enabled days for Intelligent Search,Copilot enabled days for Power Platform connectors,Copilot enabled days for Productivity App,Copilot enabled days for Teams,Create Excel formula actions taken using Copilot,Create presentation actions taken using Copilot,Days of active Copilot chat (work) usage,Days of active Copilot usage in Excel,Days of active Copilot usage in Loop,Days of active Copilot usage in OneNote,Days of active Copilot usage in Outlook,Days of active Copilot usage in Powerpoint,Days of active Copilot usage in Teams,Days of active Copilot usage in Word,Draft Word document actions taken using Copilot,Email coaching actions taken using Copilot,Excel analysis actions taken using Copilot,Excel formatting actions taken using Copilot,Generate email draft actions taken using Copilot in Outlook,Meeting hours summarized by Copilot in Teams,Rewrite text actions taken using Copilot in Word,Summarize chat actions taken using Copilot in Teams,Summarize email thread actions taken using Copilot in Outlook,Summarize meeting actions taken using Copilot in Teams,Summarize presentation actions taken using Copilot in PowerPoint,Summarize Word document actions taken using Copilot in Word,Total chat conversations summarized by Copilot in Teams,Total Copilot active days,Total Copilot enabled days,Total emails sent using Copilot in Outlook,Total meetings summarized by Copilot in Teams,Organization,Domain,TimeZone,WeekendDays,IsActive
815dc3f0-61f6-3a30-a29b-213d7091692e,5/26/2024,3,4,5,6,5,7,5,8,9,5,8,9,6,3,3,8,5,3,7,1,7,10,2,8,0,0,6,1,5,4,10,8,0,6,8,2,9,7,7,8,CEO,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,5/26/2024,7,3,5,9,6,3,5,10,6,2,10,0,7,1,8,0,1,3,0,9,0,0,1,1,7,9,5,10,10,0,1,3,8,2,8,9,1,1,7,10,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,5/26/2024,6,5,1,8,2,9,10,7,3,0,3,10,8,2,5,8,10,6,4,1,5,0,6,6,0,1,5,9,2,0,9,7,4,3,3,0,6,5,7,10,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,5/26/2024,7,7,1,7,1,1,2,5,0,10,1,4,10,5,10,6,4,10,2,3,4,10,1,8,0,2,2,10,8,7,2,10,2,0,7,2,1,7,3,3,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,5/26/2024,5,8,4,10,1,1,8,6,3,7,4,1,4,10,1,4,2,6,10,6,5,3,4,0,7,0,7,1,3,5,10,10,1,0,3,4,8,6,8,1,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,5/26/2024,7,6,1,9,2,8,0,9,1,10,9,10,0,1,4,8,0,2,6,8,7,3,6,7,8,1,7,4,5,5,6,4,3,4,3,3,10,9,5,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,5/26/2024,10,8,0,0,7,8,1,5,6,1,2,0,5,7,6,3,3,5,8,0,5,3,6,5,9,9,5,5,7,6,6,4,2,6,2,1,10,1,7,10,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,5/26/2024,4,6,3,4,2,4,8,8,4,6,3,5,10,1,6,4,9,3,4,3,8,7,7,0,4,2,4,0,1,1,5,4,5,10,10,2,3,3,10,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,5/26/2024,3,2,5,0,2,6,2,2,8,7,2,7,2,4,8,2,9,10,1,4,8,10,2,8,10,10,9,10,7,0,3,0,7,0,4,7,2,9,9,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,5/26/2024,2,0,0,4,10,1,1,10,5,1,10,9,0,5,10,1,4,4,5,2,9,0,0,9,4,9,10,0,0,0,3,0,3,4,2,10,10,0,7,7,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,5/26/2024,5,4,7,9,1,2,7,6,4,10,10,2,9,3,10,4,1,4,0,2,5,10,9,4,1,5,0,9,1,9,5,0,8,6,2,4,3,8,9,10,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,5/26/2024,3,2,5,4,1,2,3,4,5,1,6,5,9,6,10,5,4,5,8,7,7,1,8,2,9,10,7,6,3,8,3,8,10,5,6,0,0,4,3,4,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,5/26/2024,6,9,4,2,1,7,10,2,5,4,10,1,5,10,4,9,1,7,10,5,3,2,8,4,2,4,0,1,2,10,9,5,9,10,2,4,8,6,2,2,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,5/26/2024,0,7,3,7,6,2,6,4,6,9,10,9,2,1,5,4,9,5,2,8,7,4,6,9,2,3,3,1,0,8,9,4,1,5,5,2,1,0,8,9,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,5/26/2024,7,7,9,9,8,4,3,1,10,0,0,5,1,9,1,6,8,9,8,1,2,3,0,5,5,6,0,2,6,7,2,9,4,7,5,0,10,9,9,8,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,5/26/2024,9,9,4,10,8,6,2,10,3,10,3,10,7,9,5,6,8,3,9,2,2,4,7,8,8,1,6,9,10,4,5,3,7,1,4,3,10,1,9,7,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,5/26/2024,9,1,5,6,4,0,5,2,3,0,0,9,6,8,6,8,5,4,9,3,6,2,2,10,10,2,2,0,4,5,8,5,7,0,7,2,10,7,5,3,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Chicago,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,5/26/2024,6,3,10,1,10,1,5,4,7,1,9,4,2,2,10,1,2,8,4,0,3,10,3,10,0,7,10,4,7,10,2,2,0,0,6,2,6,2,9,0,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,5/26/2024,1,2,0,3,1,6,7,8,10,6,10,0,8,2,7,3,5,2,10,5,10,9,3,10,3,3,3,9,10,10,1,4,5,10,0,5,2,5,2,2,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,6/2/2024,4,4,0,10,6,1,9,6,8,1,0,5,5,4,3,9,2,6,10,5,9,6,10,2,9,6,3,6,9,4,6,5,8,3,1,7,3,1,1,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,6/2/2024,6,6,0,6,10,8,2,5,0,2,4,2,0,7,2,9,8,8,4,5,10,0,9,2,8,5,7,6,2,7,10,1,1,0,4,0,9,0,3,5,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,6/2/2024,10,9,6,3,7,9,0,8,9,2,0,1,10,10,6,0,7,3,8,8,1,2,3,1,0,5,2,2,6,4,4,8,4,3,8,0,7,8,4,8,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,6/2/2024,1,5,0,2,1,1,1,4,7,5,5,1,2,10,10,3,8,0,10,7,6,6,0,3,2,6,6,9,5,6,1,2,8,7,7,7,9,1,2,0,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,6/2/2024,6,4,0,7,7,6,8,7,7,6,3,1,10,10,3,9,0,3,5,4,5,6,8,6,1,5,6,7,8,8,2,1,10,3,6,10,4,8,1,0,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,6/2/2024,8,6,3,3,6,0,2,7,7,5,10,6,3,4,4,3,10,8,1,4,9,9,3,9,2,7,9,2,8,10,4,6,1,1,0,1,1,10,6,5,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,6/2/2024,1,0,7,6,8,9,0,1,6,4,9,3,0,1,2,9,1,0,0,2,0,3,1,8,1,7,6,7,5,5,8,4,2,1,8,7,0,3,5,7,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,6/2/2024,10,8,6,5,3,0,4,1,9,5,5,1,3,8,1,8,9,0,3,7,3,4,8,4,3,9,8,3,6,4,6,8,2,4,4,2,0,8,0,1,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,6/2/2024,10,2,9,1,1,2,1,10,2,0,2,6,2,7,8,4,9,5,2,0,7,1,0,2,8,7,8,4,1,0,10,10,8,1,8,2,2,0,0,9,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,6/2/2024,1,8,6,9,3,3,8,8,3,6,10,8,2,2,5,7,4,7,8,8,2,10,9,9,5,10,6,4,10,2,3,7,0,3,10,0,3,9,4,2,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,6/2/2024,0,8,5,7,5,4,8,7,0,6,10,4,6,9,2,2,6,5,10,10,1,9,1,6,4,1,6,7,5,3,8,8,0,8,3,1,6,1,8,6,CEO,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,6/2/2024,7,9,2,5,3,0,2,6,1,6,1,4,0,0,1,1,5,6,8,3,7,7,4,8,8,7,9,3,8,2,7,7,8,3,8,6,6,5,0,5,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,6/2/2024,7,2,6,0,5,9,7,2,2,3,5,2,3,5,2,4,9,3,10,7,10,4,8,0,9,0,10,9,3,8,1,0,7,9,2,10,8,1,7,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,6/2/2024,0,0,7,1,4,4,9,1,1,4,5,8,4,10,8,1,0,10,2,4,2,5,5,1,10,3,4,5,9,9,10,0,2,2,2,9,7,5,5,9,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,6/2/2024,4,5,5,5,2,5,9,6,6,6,0,2,3,10,6,7,4,6,1,0,5,8,4,1,1,3,4,10,9,3,4,8,0,1,3,3,4,2,10,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,6/2/2024,0,10,8,0,4,0,6,5,7,0,1,4,8,10,0,3,3,3,4,9,2,9,8,10,3,6,1,6,4,9,3,8,0,6,2,5,4,3,0,10,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,6/2/2024,1,10,9,9,5,6,8,8,3,4,0,5,3,1,4,4,7,2,10,3,7,6,7,8,7,6,3,8,3,1,8,2,9,4,6,3,2,10,3,0,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,6/2/2024,9,10,3,0,8,0,8,8,7,2,10,1,1,1,10,2,6,4,9,10,4,6,9,6,6,8,3,3,10,9,6,5,4,10,1,1,2,0,9,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,6/2/2024,6,4,3,2,10,2,5,8,3,8,3,6,4,4,0,2,0,5,0,0,1,0,4,1,0,4,6,2,9,5,2,5,9,7,6,10,4,6,0,0,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,6/2/2024,10,10,2,7,7,1,9,6,10,8,3,3,3,0,10,7,4,5,3,5,7,5,5,10,9,4,3,7,7,7,0,7,5,4,2,4,4,10,4,8,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,6/2/2024,5,6,3,6,7,5,1,0,9,8,4,2,10,0,9,8,7,4,2,9,0,2,6,6,4,1,3,7,3,7,7,4,0,0,0,8,6,1,8,7,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,6/2/2024,0,6,10,5,8,3,9,2,1,9,6,6,5,7,8,5,0,1,4,6,2,1,9,6,9,9,8,6,1,9,7,4,4,8,3,3,10,2,4,5,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,6/2/2024,4,9,0,1,4,9,3,6,0,0,0,2,10,9,0,5,5,8,4,5,10,5,7,8,9,6,7,5,4,1,7,10,7,5,6,9,5,2,2,2,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,6/2/2024,10,0,1,4,5,7,0,2,10,6,1,7,4,2,8,9,7,2,10,5,9,4,7,1,9,2,4,5,8,2,5,3,7,9,2,4,8,9,0,2,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,6/2/2024,7,9,5,10,1,0,3,3,8,7,4,1,6,5,8,0,1,6,2,9,9,2,9,6,0,4,7,5,5,0,5,3,2,7,5,4,1,9,7,4,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,6/2/2024,4,2,0,7,0,10,4,5,0,3,5,9,2,6,7,9,6,9,8,8,8,3,7,0,6,4,2,7,7,2,8,5,10,5,2,8,8,10,3,7,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,6/2/2024,7,1,8,10,6,8,0,8,8,8,9,5,0,4,9,4,3,2,0,6,2,1,10,2,2,10,10,9,10,8,10,7,2,7,2,4,4,6,7,4,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Chicago,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,6/2/2024,6,7,2,10,6,1,5,8,5,7,8,0,1,9,7,7,7,1,6,3,2,0,1,1,10,1,7,6,2,0,4,9,6,9,4,10,1,7,2,3,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,6/2/2024,7,6,8,10,4,3,7,4,10,1,0,6,2,9,9,4,10,6,3,4,3,1,1,2,8,2,4,4,4,10,10,8,10,2,3,3,4,4,1,6,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
8194bd05-0e6b-3436-8b29-e5b56f74d5b3,6/9/2024,9,0,9,2,1,5,9,0,2,0,5,7,10,6,0,1,2,10,5,1,9,1,4,5,4,8,1,8,5,6,4,7,9,7,5,2,9,5,3,5,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
eb8e9c1e-8208-3190-893b-d24a558e39b5,6/9/2024,9,8,0,7,7,1,10,5,1,10,9,8,3,2,8,1,8,8,0,1,9,9,7,1,1,5,5,2,5,5,0,9,10,0,1,8,4,9,5,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
bd698be7-9fc5-34f9-9a74-3a47d689cde1,6/9/2024,9,5,6,1,5,6,7,4,1,5,1,9,6,7,6,5,6,8,0,6,2,7,7,7,9,5,2,9,9,9,5,6,3,2,1,5,6,7,1,4,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
2308fcd0-fb6c-3482-a880-78c2672e5fb4,6/9/2024,5,10,6,7,6,10,3,3,7,2,7,2,6,6,2,1,1,10,5,3,3,7,9,5,1,6,7,9,8,1,7,10,4,6,2,1,6,3,9,6,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
205b152a-0808-3748-9352-e30e3f083ed1,6/9/2024,5,9,6,0,5,2,2,6,6,2,5,10,2,6,2,8,9,10,10,7,5,4,5,2,5,4,10,2,10,1,3,6,2,6,0,2,2,7,10,8,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
f8fda517-19a0-33ce-a003-6e9293950984,6/9/2024,4,9,5,9,7,0,3,4,1,5,7,8,8,7,0,2,9,2,9,3,0,0,9,9,0,9,2,0,10,2,7,3,7,2,7,8,2,9,0,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
0f177661-3f9f-349d-a1f1-7b45ab8bd6f1,6/9/2024,8,6,4,9,8,10,6,10,6,1,3,6,9,8,4,8,6,5,4,5,8,3,5,1,8,7,10,3,2,4,6,5,5,5,3,2,10,1,3,8,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
834c6414-8fa2-324f-97e8-90b771a9cfe2,6/9/2024,0,8,2,3,8,6,0,4,10,3,4,9,1,9,5,5,5,5,1,1,2,4,8,2,4,3,0,3,2,7,5,8,8,5,2,1,6,6,10,9,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
96c9facc-cce5-31ab-8a70-9c3cb5a3cac8,6/9/2024,4,1,1,0,7,10,10,9,6,7,9,7,3,5,6,4,5,7,9,6,3,7,2,6,5,7,6,10,2,8,2,6,9,4,6,4,1,2,0,10,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
a6777a8d-9832-371a-ad7c-ef8c4695ed46,6/9/2024,4,9,2,1,8,5,2,6,10,10,5,1,2,3,7,9,1,5,1,3,3,6,8,5,2,1,10,9,8,8,8,7,2,9,0,8,6,10,6,9,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
815dc3f0-61f6-3a30-a29b-213d7091692e,6/9/2024,4,6,7,4,8,4,1,5,5,2,9,0,2,2,7,7,5,10,9,5,2,2,3,4,5,6,4,7,6,8,6,8,10,2,10,9,6,4,0,7,CEO,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
d2e1b9c8-645e-363c-af11-51b77f2c769e,6/9/2024,2,0,3,2,6,1,4,2,7,2,10,8,4,0,10,4,5,10,1,1,8,3,9,9,4,4,0,4,4,0,10,8,4,10,4,5,4,0,3,0,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
64950e3d-4479-3ff8-86f0-610631f8c8c9,6/9/2024,10,6,3,10,5,0,5,0,1,0,9,9,2,2,1,10,5,0,4,4,0,8,1,10,10,8,0,0,5,10,5,8,0,7,6,1,7,0,1,0,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c75f0422-466b-3386-9d53-ef45db589c37,6/9/2024,2,7,9,3,2,4,8,9,10,2,2,2,3,10,4,10,1,0,0,8,8,7,0,1,3,9,2,5,4,1,5,1,1,0,8,9,1,7,6,9,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e28fe7e4-56a5-3d52-80ed-3cf702995320,6/9/2024,8,2,7,4,2,6,3,2,3,2,10,5,0,2,0,1,3,0,6,1,1,0,10,6,5,0,7,2,10,4,8,10,2,1,5,3,2,9,10,2,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
f48e53a8-00c5-3e78-b5d5-0b996260be9d,6/9/2024,4,1,1,8,7,3,5,5,9,1,1,4,4,5,0,0,8,5,9,3,0,8,4,3,2,3,2,10,9,8,3,3,10,7,10,9,7,9,7,4,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9bb1bf5a-4d66-3ec6-add4-c23f38be2fe6,6/9/2024,9,3,2,9,4,10,7,5,6,9,10,4,0,1,4,9,2,0,6,3,10,6,0,2,6,0,1,5,6,10,10,1,1,6,2,7,3,7,1,3,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
e75b1caf-2b93-3d45-a872-c9f0a2061e56,6/9/2024,3,1,9,4,2,5,9,2,1,8,1,7,4,2,0,4,8,2,8,5,5,2,2,9,9,0,7,9,5,0,3,0,2,7,3,9,5,8,10,5,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
9d709686-f3e9-331e-b920-64e879fd7b00,6/9/2024,6,7,6,0,0,4,8,2,1,3,0,1,7,9,6,1,1,1,1,3,9,5,3,10,6,6,3,9,4,9,8,8,1,10,8,9,8,5,1,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5baddb51-5f55-3e67-97a5-6462bbbf0d64,6/9/2024,0,1,9,4,1,3,1,10,8,6,1,9,6,9,8,0,3,9,1,10,6,8,10,10,9,8,3,2,6,7,4,3,1,1,1,10,7,5,10,8,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
4b8c3979-ac9b-3311-af18-3f150262e796,6/9/2024,8,0,1,2,10,10,1,10,1,10,10,9,2,1,4,0,9,1,5,5,3,2,1,10,2,1,1,5,7,7,6,4,1,5,4,7,7,4,3,4,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
bfe8421e-feab-36af-9e1a-d2cba8986426,6/9/2024,0,8,10,6,10,4,7,3,5,1,5,8,4,3,3,6,9,6,9,8,3,7,7,7,7,3,10,8,6,0,1,5,9,10,9,5,6,8,3,8,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
c9499f58-9942-32c2-8d48-f31a28176105,6/9/2024,5,10,9,1,4,6,0,3,6,10,0,3,4,8,0,2,3,10,9,8,3,10,9,9,1,6,6,5,3,10,2,8,10,9,4,4,10,4,0,8,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
efb4485c-f613-3e2c-92bd-62a4c6be70ca,6/9/2024,4,8,4,8,2,1,10,8,10,3,3,0,9,9,6,9,4,7,3,2,2,2,4,8,0,5,2,8,6,8,9,1,9,1,3,2,2,6,0,9,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
ae0738a4-aa59-38ec-8041-2a34ba3da9a0,6/9/2024,0,4,0,0,7,4,10,2,5,7,9,5,3,4,9,4,5,2,1,3,1,9,3,0,3,0,7,5,1,1,8,7,6,4,4,9,7,7,8,3,Product,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
0f0cd4b5-0b59-396f-9854-7c33a36e1a71,6/9/2024,0,5,7,3,5,4,9,9,8,6,1,3,2,1,10,1,8,9,6,1,1,10,4,2,3,2,6,6,0,4,10,5,1,4,7,7,4,6,8,7,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
668f126e-ffd7-34f7-a61d-c0967a6ed37b,6/9/2024,0,10,0,2,10,8,2,9,4,4,10,5,8,5,4,0,4,9,7,9,6,0,6,5,6,8,7,3,7,3,7,9,5,4,10,0,6,9,2,6,Sales and Marketing,DOUGLAS.VIVADEMOS.NET,America/Chicago,"[SUNDAY, SATURDAY]",TRUE
cfb29a01-5384-35d0-8c3e-1f3f662dfe01,6/9/2024,9,9,1,1,7,8,9,2,7,4,2,6,3,3,8,4,10,3,8,2,8,6,3,9,5,5,6,10,5,5,4,2,9,8,8,9,7,7,3,9,Finance,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
5331908b-691b-3124-bdae-4ed8fa285474,6/9/2024,10,7,6,1,3,3,10,3,4,3,8,4,9,2,9,6,10,10,1,3,0,1,5,9,9,10,8,5,5,7,5,0,7,3,9,7,6,1,3,3,HR,DOUGLAS.VIVADEMOS.NET,America/Los_Angeles,"[SUNDAY, SATURDAY]",TRUE
